               0             1        2
0   1.195434e+00  0.000000e+00 -1.14638
1   1.035276e+00  5.977170e-01 -1.14638
2   5.977170e-01  1.035276e+00 -1.14638
3   7.319922e-17  1.195434e+00 -1.14638
4  -5.977170e-01  1.035276e+00 -1.14638
5  -1.035276e+00  5.977170e-01 -1.14638
6  -1.195434e+00  1.463984e-16 -1.14638
7  -1.035276e+00 -5.977170e-01 -1.14638
8  -5.977170e-01 -1.035276e+00 -1.14638
9  -2.195977e-16 -1.195434e+00 -1.14638
10  5.977170e-01 -1.035276e+00 -1.14638
11  1.035276e+00 -5.977170e-01 -1.14638
